domain,class_modifier,class_ncit,class_prefLabel,prop,label,range,cardinality,ncit,prefLabel,definition,relationshipType,modelName,modelRepresentation,boundCodelist,boundCodelistNote
Abbreviation,Concrete,C42610,Abbreviation,Abbreviation-id,Abbreviation-id,string,1,,,,Value,id,Attribute,,
Abbreviation,Concrete,C42610,Abbreviation,Abbreviation-abbreviatedText,Abbreviation-abbreviatedText,string,1,C215487,Text Abbreviation Value,The literal value of an instance of unstructured text that is used as the abbreviation.,Value,abbreviatedText,Attribute,,
Abbreviation,Concrete,C42610,Abbreviation,Abbreviation-expandedText,Abbreviation-expandedText,string,1,C215569,Abbreviation Long Name,The full literal representation of the abbreviation.,Value,expandedText,Attribute,,
Abbreviation,Concrete,C42610,Abbreviation,Abbreviation-instanceType,Abbreviation-instanceType,string,1,,,,Value,,,,
Activity,Concrete,C71473,Study Activity,Activity-id,Activity-id,string,1,,,,Value,id,Attribute,,
Activity,Concrete,C71473,Study Activity,Activity-name,Activity-name,string,1,C188842,Study Activity Name,"The literal identifier (i.e., distinctive designation) of the study activity.",Value,name,Attribute,,
Activity,Concrete,C71473,Study Activity,Activity-label,Activity-label,string,0..1,C207458,Study Activity Label,The short descriptive designation for the study activity.,Value,label,Attribute,,
Activity,Concrete,C71473,Study Activity,Activity-description,Activity-description,string,0..1,C70960,Study Activity Description,A narrative representation of the study activity.,Value,description,Attribute,,
Activity,Concrete,C71473,Study Activity,Activity-instanceType,Activity-instanceType,string,1,,,,Value,,,,
Address,Concrete,C25407,Address,Address-id,Address-id,string,1,,,,Value,id,Attribute,,
Address,Concrete,C25407,Address,Address-text,Address-text,string,0..1,C201311,Address Full Text,"A standardized representation of the complete set of components denoting the physical address of the person, business, building, or organization.",Value,text,Attribute,,
Address,Concrete,C25407,Address,Address-lines,Address-lines,string,0..*,C25690,Address Line,"The street name and number, building number, apartment or unit number, or post office box number where an entity is physically located.",Value,lines,Attribute,,
Address,Concrete,C25407,Address,Address-district,Address-district,string,0..1,C176229,District,"An administrative or territorial division of a city, town, county, parish, state, country, or other locality based on a shared characteristic.",Value,district,Attribute,,
Address,Concrete,C25407,Address,Address-city,Address-city,string,0..1,C25160,City,A relatively large and/or densely populated area of human habitation with administrative or legal status that may be specified as a component of a postal address.,Value,city,Attribute,,
Address,Concrete,C25407,Address,Address-postalCode,Address-postalCode,string,0..1,C25621,Postal Code,An alphanumeric code assigned to a mail delivery area.,Value,postalCode,Attribute,,
Address,Concrete,C25407,Address,Address-state,Address-state,string,0..1,C87194,State,"A sub-division of a country that forms part of a federal union. States are usually, but not always, more autonomous than provinces and may have different laws from the central government.",Value,state,Attribute,,
Address,Concrete,C25407,Address,Address-instanceType,Address-instanceType,string,1,,,,Value,,,,
AdministrableProduct,Concrete,C215492,Administrable Product,AdministrableProduct-id,AdministrableProduct-id,string,1,,,,Value,id,Attribute,,
AdministrableProduct,Concrete,C215492,Administrable Product,AdministrableProduct-name,AdministrableProduct-name,string,1,C215573,Administrable Product Definition Name,"The literal identifier (i.e., distinctive designation) of the administrable product.",Value,name,Attribute,,
AdministrableProduct,Concrete,C215492,Administrable Product,AdministrableProduct-label,AdministrableProduct-label,string,0..1,C215575,Administrable Product Definition Label,The short descriptive designation for the administrable product.,Value,label,Attribute,,
AdministrableProduct,Concrete,C215492,Administrable Product,AdministrableProduct-description,AdministrableProduct-description,string,0..1,C215574,Administrable Product Definition Description,A narrative representation of the administrable product.,Value,description,Attribute,,
AdministrableProduct,Concrete,C215492,Administrable Product,AdministrableProduct-instanceType,AdministrableProduct-instanceType,string,1,,,,Value,,,,
AdministrableProductIdentifier,Concrete,C215493,Administrable Product Identifier,AdministrableProductIdentifier-instanceType,AdministrableProductIdentifier-instanceType,string,1,,,,Value,,,,
AdministrableProductProperty,Concrete,C215494,Administrable Product Property,AdministrableProductProperty-id,AdministrableProductProperty-id,string,1,,,,Value,id,Attribute,,
AdministrableProductProperty,Concrete,C215494,Administrable Product Property,AdministrableProductProperty-name,AdministrableProductProperty-name,string,1,C215582,Administrable Product Property Name,"The literal identifier (i.e., distinctive designation) of the administrable product property.",Value,name,Attribute,,
AdministrableProductProperty,Concrete,C215494,Administrable Product Property,AdministrableProductProperty-text,AdministrableProductProperty-text,string,1,C215583,Administrable Product Property Text,An instance of structured text that represents the administrable product property.,Value,text,Attribute,,
AdministrableProductProperty,Concrete,C215494,Administrable Product Property,AdministrableProductProperty-instanceType,AdministrableProductProperty-instanceType,string,1,,,,Value,,,,
Administration,Concrete,C25409,Administration,Administration-id,Administration-id,string,1,,,,Value,id,Attribute,,
Administration,Concrete,C25409,Administration,Administration-name,Administration-name,string,1,C207465,Administration Name,"The literal identifier (i.e., distinctive designation) for the administration of a product, agent, or therapy.",Value,name,Attribute,,
Administration,Concrete,C25409,Administration,Administration-label,Administration-label,string,0..1,C207464,Administration Label,"The short descriptive designation for the administration of a product, agent, or therapy.",Value,label,Attribute,,
Administration,Concrete,C25409,Administration,Administration-description,Administration-description,string,0..1,C207463,Administration Description,"A narrative representation for the administration of a product, agent, or therapy.",Value,description,Attribute,,
Administration,Concrete,C25409,Administration,Administration-instanceType,Administration-instanceType,string,1,,,,Value,,,,
AliasCode,Concrete,C201344,Alias Code,AliasCode-id,AliasCode-id,string,1,,,,Value,id,Attribute,,
AliasCode,Concrete,C201344,Alias Code,AliasCode-instanceType,AliasCode-instanceType,string,1,,,,Value,,,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-id,AnalysisPopulation-id,string,1,,,,Value,id,Attribute,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-text,AnalysisPopulation-text,string,1,C207468,Analysis Population Text,An instance of unstructured text that represents the analysis population.,Value,text,Attribute,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-name,AnalysisPopulation-name,string,1,C207467,Analysis Population Name,"The literal identifier (i.e., distinctive designation) of the analysis population.",Value,name,Attribute,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-label,AnalysisPopulation-label,string,0..1,C207466,Analysis Population Label,The short descriptive designation for the analysis population.,Value,label,Attribute,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-description,AnalysisPopulation-description,string,0..1,C188854,Analysis Population Description,A narrative representation of the analysis population.,Value,description,Attribute,,
AnalysisPopulation,Concrete,C188814,Analysis Population,AnalysisPopulation-instanceType,AnalysisPopulation-instanceType,string,1,,,,Value,,,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-id,AssignedPerson-id,string,1,,,,Value,id,Attribute,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-name,AssignedPerson-name,string,1,C215596,Assigned Person Name,"The literal identifier (i.e., distinctive designation) of the assigned person.",Value,name,Attribute,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-label,AssignedPerson-label,string,0..1,C215598,Assigned Person Label,The short descriptive designation for the assigned person.,Value,label,Attribute,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-description,AssignedPerson-description,string,0..1,C215597,Assigned Person Description,A narrative representation of the assigned person.,Value,description,Attribute,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-jobTitle,AssignedPerson-jobTitle,string,1,C215599,Assigned Person Job Title,An identifying designation related to the assigned person's occupation.,Value,jobTitle,Attribute,,
AssignedPerson,Concrete,C215496,Assigned Person,AssignedPerson-instanceType,AssignedPerson-instanceType,string,1,,,,Value,,,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-id,BiomedicalConcept-id,string,1,,,,Value,id,Attribute,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-name,BiomedicalConcept-name,string,1,C201312,Biomedical Concept Name,"The literal identifier (i.e., distinctive designation) of the biomedical concept.",Value,name,Attribute,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-label,BiomedicalConcept-label,string,0..1,C207470,Biomedical Concept Label,The short descriptive designation for the biomedical concept.,Value,label,Attribute,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-synonyms,BiomedicalConcept-synonyms,string,0..*,C201314,Biomedical Concept Synonym,"A word or an expression that serves as a figurative, symbolic, or exact substitute for a biomedical concept, and which has the same meaning.",Value,synonyms,Attribute,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-reference,BiomedicalConcept-reference,string,1,C201313,Biomedical Concept Reference,A citation to an authoritative source for a biomedical concept.,Value,reference,Attribute,,
BiomedicalConcept,Concrete,C201345,Biomedical Concept,BiomedicalConcept-instanceType,BiomedicalConcept-instanceType,string,1,,,,Value,,,,
BiomedicalConceptCategory,Concrete,C201346,Biomedical Concept Category,BiomedicalConceptCategory-id,BiomedicalConceptCategory-id,string,1,,,,Value,id,Attribute,,
BiomedicalConceptCategory,Concrete,C201346,Biomedical Concept Category,BiomedicalConceptCategory-name,BiomedicalConceptCategory-name,string,1,C201317,Biomedical Concept Category Name,"The literal identifier (i.e., distinctive designation) of the biomedical concept category.",Value,name,Attribute,,
BiomedicalConceptCategory,Concrete,C201346,Biomedical Concept Category,BiomedicalConceptCategory-label,BiomedicalConceptCategory-label,string,0..1,C207471,Biomedical Concept Category Label,The short descriptive designation for the biomedical concept category.,Value,label,Attribute,,
BiomedicalConceptCategory,Concrete,C201346,Biomedical Concept Category,BiomedicalConceptCategory-description,BiomedicalConceptCategory-description,string,0..1,C201316,Biomedical Concept Category Description,A narrative representation of the biomedical concept category.,Value,description,Attribute,,
BiomedicalConceptCategory,Concrete,C201346,Biomedical Concept Category,BiomedicalConceptCategory-instanceType,BiomedicalConceptCategory-instanceType,string,1,,,,Value,,,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-id,BiomedicalConceptProperty-id,string,1,,,,Value,id,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-name,BiomedicalConceptProperty-name,string,1,C202494,Biomedical Concept Property Name,"The literal identifier (i.e., distinctive designation) of the biomedical concept property.",Value,name,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-label,BiomedicalConceptProperty-label,string,0..1,C207472,Biomedical Concept Property Label,The short descriptive designation for the biomedical concept property.,Value,label,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-isRequired,BiomedicalConceptProperty-isRequired,boolean,1,C202495,Biomedical Concept Property Required Indicator,An indication as to whether the biomedical concept property is required.,Value,isRequired,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-isEnabled,BiomedicalConceptProperty-isEnabled,boolean,1,C202496,Biomedical Concept Property Enabled Indicator,An indication as to whether the biomedical concept property is activated for use within a given usage context for a biomedical concept.,Value,isEnabled,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-datatype,BiomedicalConceptProperty-datatype,string,1,C201319,Biomedical Concept Property Response Data Type,The structural format of the biomedical concept property response value. The datatype is carried in the attribute and influences the set of allowable values the attribute may assume. (After HL7),Value,datatype,Attribute,,
BiomedicalConceptProperty,Concrete,C202493,Biomedical Concept Property,BiomedicalConceptProperty-instanceType,BiomedicalConceptProperty-instanceType,string,1,,,,Value,,,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-id,BiomedicalConceptSurrogate-id,string,1,,,,Value,id,Attribute,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-name,BiomedicalConceptSurrogate-name,string,1,C207474,Biomedical Concept Surrogate Name,"The literal identifier (i.e., distinctive designation) of the biomedical concept surrogate.",Value,name,Attribute,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-label,BiomedicalConceptSurrogate-label,string,0..1,C207473,Biomedical Concept Surrogate Label,The short descriptive designation for the biomedical concept surrogate.,Value,label,Attribute,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-description,BiomedicalConceptSurrogate-description,string,0..1,C201320,Biomedical Concept Surrogate Description,A narrative representation of the biomedical concept surrogate.,Value,description,Attribute,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-reference,BiomedicalConceptSurrogate-reference,string,0..1,C201321,Biomedical Concept Surrogate Reference,A citation to an authoritative source for a biomedical concept surrogate.,Value,reference,Attribute,,
BiomedicalConceptSurrogate,Concrete,C207590,Biomedical Concept Surrogate,BiomedicalConceptSurrogate-instanceType,BiomedicalConceptSurrogate-instanceType,string,1,,,,Value,,,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-id,BiospecimenRetention-id,string,1,,,,Value,id,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-name,BiospecimenRetention-name,string,1,C215645,Biospecimen Retention Name,"The literal identifier (i.e., distinctive designation) of the biospecimen retention.",Value,name,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-label,BiospecimenRetention-label,string,0..1,C215646,Biospecimen Retention Label,The short descriptive designation for the biospecimen retention.,Value,label,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-description,BiospecimenRetention-description,string,0..1,C181231,Biospecimen Retention Description,A narrative representation of the biospecimen retention.,Value,description,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-isRetained,BiospecimenRetention-isRetained,boolean,1,C164620,Biospecimen Retention Indicator,An indication as to whether biospecimens were retained.,Value,isRetained,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-includesDNA,BiospecimenRetention-includesDNA,boolean,0..1,C127777,Biospecimen Retention Includes DNA Indicator,An indication as to whether retained biospecimens contain DNA.,Value,includesDNA,Attribute,,
BiospecimenRetention,Concrete,C215505,Biospecimen Retention,BiospecimenRetention-instanceType,BiospecimenRetention-instanceType,string,1,,,,Value,,,,
Characteristic,Concrete,C25447,Characteristic,Characteristic-instanceType,Characteristic-instanceType,string,1,,,,Value,,,,
Code,Concrete,C25162,Code,Code-id,Code-id,string,1,,,,Value,id,Attribute,,
Code,Concrete,C25162,Code,Code-code,Code-code,string,1,C188858,Code Value,The literal value of a code.,Value,code,Attribute,,
Code,Concrete,C25162,Code,Code-codeSystem,Code-codeSystem,string,1,C188859,Code System Name,"The literal identifier (i.e., distinctive designation) of the system used to assign and/or manage codes.",Value,codeSystem,Attribute,,
Code,Concrete,C25162,Code,Code-codeSystemVersion,Code-codeSystemVersion,string,1,C188868,Code System Version,The version of the code system.,Value,codeSystemVersion,Attribute,,
Code,Concrete,C25162,Code,Code-decode,Code-decode,string,1,C188861,Decode,Standardized or dictionary-derived human readable text associated with a code.,Value,decode,Attribute,,
Code,Concrete,C25162,Code,Code-instanceType,Code-instanceType,string,1,,,,Value,,,,
CommentAnnotation,Concrete,C44272,Comment Annotation,CommentAnnotation-id,CommentAnnotation-id,string,1,,,,Value,id,Attribute,,
CommentAnnotation,Concrete,C44272,Comment Annotation,CommentAnnotation-text,CommentAnnotation-text,string,1,C215555,Comment Annotation Text,An instance of unstructured text that represents the comment annotation.,Value,text,Attribute,,
CommentAnnotation,Concrete,C44272,Comment Annotation,CommentAnnotation-instanceType,CommentAnnotation-instanceType,string,1,,,,Value,,,,
Condition,Concrete,C25457,Condition,Condition-instanceType,Condition-instanceType,string,1,,,,Value,,,,
ConditionAssignment,Concrete,C201335,Condition Assignment,ConditionAssignment-id,ConditionAssignment-id,string,1,,,,Value,id,Attribute,,
ConditionAssignment,Concrete,C201335,Condition Assignment,ConditionAssignment-condition,ConditionAssignment-condition,string,1,C47953,Logical Condition,An assumption on which rests the validity or effect of something else.,Value,condition,Attribute,,
ConditionAssignment,Concrete,C201335,Condition Assignment,ConditionAssignment-instanceType,ConditionAssignment-instanceType,string,1,,,,Value,,,,
DocumentContentReference,Concrete,C215499,Document Content Reference,DocumentContentReference-id,DocumentContentReference-id,string,1,,,,Value,id,Attribute,,
DocumentContentReference,Concrete,C215499,Document Content Reference,DocumentContentReference-sectionNumber,DocumentContentReference-sectionNumber,string,1,C215609,Document Content Reference Section Number,The numeric identifier of a particular section for the document content reference.,Value,sectionNumber,Attribute,,
DocumentContentReference,Concrete,C215499,Document Content Reference,DocumentContentReference-sectionTitle,DocumentContentReference-sectionTitle,string,1,C215610,Document Content Reference Section Title,An identifying designation for a particular section for the document content reference.,Value,sectionTitle,Attribute,,
DocumentContentReference,Concrete,C215499,Document Content Reference,DocumentContentReference-instanceType,DocumentContentReference-instanceType,string,1,,,,Value,,,,
Duration,Concrete,C25330,Duration,Duration-id,Duration-id,string,1,,,,Value,id,Attribute,,
Duration,Concrete,C25330,Duration,Duration-text,Duration-text,string,0..1,C217008,Duration Text,An instance of unstructured text that represents the event duration.,Value,text,Attribute,,
Duration,Concrete,C25330,Duration,Duration-durationWillVary,Duration-durationWillVary,boolean,1,C217009,Duration Will Vary Indicator,An indication as to whether the event duration is planned to vary within and/or across subjects.,Value,durationWillVary,Attribute,,
Duration,Concrete,C25330,Duration,Duration-reasonDurationWillVary,Duration-reasonDurationWillVary,string,0..1,C217010,Reason Duration Will Vary,The explanation for why the event duration will vary within and/or across subjects.,Value,reasonDurationWillVary,Attribute,,
Duration,Concrete,C25330,Duration,Duration-instanceType,Duration-instanceType,string,1,,,,Value,,,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-id,EligibilityCriterion-id,string,1,,,,Value,id,Attribute,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-name,EligibilityCriterion-name,string,1,C207488,Study Eligibility Criterion Name,"The literal identifier (i.e., distinctive designation) of the study eligibility criterion.",Value,name,Attribute,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-label,EligibilityCriterion-label,string,0..1,C207487,Study Eligibility Criterion Label,The short descriptive designation for the study eligibility criterion.,Value,label,Attribute,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-description,EligibilityCriterion-description,string,0..1,C207486,Study Eligibility Criterion Description,A narrative representation of the study eligibility criterion.,Value,description,Attribute,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-identifier,EligibilityCriterion-identifier,string,1,C207489,Study Eligibility Criterion Identifier,"A sequence of characters used to identify, name, or characterize the inclusion or exclusion criterion.",Value,identifier,Attribute,,
EligibilityCriterion,Concrete,C16112,Study Eligibility Criterion,EligibilityCriterion-instanceType,EligibilityCriterion-instanceType,string,1,,,,Value,,,,
EligibilityCriterionItem,Concrete,C215506,Eligibility Criterion Item,EligibilityCriterionItem-instanceType,EligibilityCriterionItem-instanceType,string,1,,,,Value,,,,
Encounter,Concrete,C215488,Study Encounter,Encounter-id,Encounter-id,string,1,,,,Value,id,Attribute,,
Encounter,Concrete,C215488,Study Encounter,Encounter-name,Encounter-name,string,1,C171010,Study Encounter Name,"The literal identifier (i.e., distinctive designation) for a protocol-defined study encounter.",Value,name,Attribute,,
Encounter,Concrete,C215488,Study Encounter,Encounter-label,Encounter-label,string,0..1,C207490,Study Encounter Label,The short descriptive designation for the study encounter.,Value,label,Attribute,,
Encounter,Concrete,C215488,Study Encounter,Encounter-description,Encounter-description,string,0..1,C188836,Study Encounter Description,A narrative representation of the protocol-defined study encounter.,Value,description,Attribute,,
Encounter,Concrete,C215488,Study Encounter,Encounter-instanceType,Encounter-instanceType,string,1,,,,Value,,,,
Endpoint,Concrete,C25212,Study Endpoint,Endpoint-purpose,Endpoint-purpose,string,1,C188825,Study Endpoint Purpose Description,The textual representation of the study endpoint purpose.,Value,purpose,Attribute,,
Endpoint,Concrete,C25212,Study Endpoint,Endpoint-instanceType,Endpoint-instanceType,string,1,,,,Value,,,,
Estimand,Concrete,C188813,Estimand,Estimand-id,Estimand-id,string,1,,,,Value,id,Attribute,,
Estimand,Concrete,C188813,Estimand,Estimand-populationSummary,Estimand-populationSummary,string,1,C188853,Population-Level Summary,A synopsis of the clinical endpoint of interest within the analysis target study population.,Value,populationSummary,Attribute,,
Estimand,Concrete,C188813,Estimand,Estimand-name,Estimand-name,string,1,C215522,Estimand Name,"The literal identifier (i.e., distinctive designation) of the estimand.",Value,name,Attribute,,
Estimand,Concrete,C188813,Estimand,Estimand-label,Estimand-label,string,0..1,C215524,Estimand Label,The short descriptive designation for the estimand.,Value,label,Attribute,,
Estimand,Concrete,C188813,Estimand,Estimand-description,Estimand-description,string,0..1,C215523,Estimand Description,A narrative representation of the estimand.,Value,description,Attribute,,
Estimand,Concrete,C188813,Estimand,Estimand-instanceType,Estimand-instanceType,string,1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-id,ExtensionAttribute-id,string,1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-url,ExtensionAttribute-url,string,1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-valueString,ExtensionAttribute-valueString,string,0..1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-valueBoolean,ExtensionAttribute-valueBoolean,boolean,0..1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-valueInteger,ExtensionAttribute-valueInteger,integer,0..1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-valueId,ExtensionAttribute-valueId,string,0..1,,,,Value,,,,
ExtensionAttribute,Concrete,,,ExtensionAttribute-instanceType,ExtensionAttribute-instanceType,string,1,,,,Value,,,,
ExtensionClass,Concrete,,,ExtensionClass-id,ExtensionClass-id,string,1,,,,Value,,,,
ExtensionClass,Concrete,,,ExtensionClass-url,ExtensionClass-url,string,1,,,,Value,,,,
ExtensionClass,Concrete,,,ExtensionClass-instanceType,ExtensionClass-instanceType,string,1,,,,Value,,,,
GeographicScope,Concrete,C207591,Geographic Scope,GeographicScope-id,GeographicScope-id,string,1,,,,Value,id,Attribute,,
GeographicScope,Concrete,C207591,Geographic Scope,GeographicScope-instanceType,GeographicScope-instanceType,string,1,,,,Value,,,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-id,GovernanceDate-id,string,1,,,,Value,id,Attribute,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-name,GovernanceDate-name,string,1,C207499,Study Governance Date Name,"The literal identifier (i.e., distinctive designation) of the study governance date",Value,name,Attribute,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-label,GovernanceDate-label,string,0..1,C207498,Study Governance Date Label,The short descriptive designation for the study governance date.,Value,label,Attribute,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-description,GovernanceDate-description,string,0..1,C207497,Study Governance Date Description,A narrative representation of the study governance date.,Value,description,Attribute,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-dateValue,GovernanceDate-dateValue,date,1,C207500,Study Governance Date Value,The information contained in the date field.,Value,dateValue,Attribute,,
GovernanceDate,Concrete,C207595,Study Governance Date,GovernanceDate-instanceType,GovernanceDate-instanceType,string,1,,,,Value,,,,
Identifier,Abstract,C25364,Identifier,Identifier-id,Identifier-id,string,1,,,,Value,id,Attribute,,
Identifier,Abstract,C25364,Identifier,Identifier-text,Identifier-text,string,1,C215581,Administrable Product Identifier Text,An instance of structured text that represents the administrable product.,Value,text,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-id,Indication-id,string,1,,,,Value,id,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-name,Indication-name,string,1,C207503,Disease/Condition Indication Name,"The literal identifier (i.e., distinctive designation) of the disease/condition indication.",Value,name,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-label,Indication-label,string,0..1,C207502,Disease/Condition Indication Label,The short descriptive designation for the disease/condition indication.,Value,label,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-description,Indication-description,string,0..1,C112038,Disease/Condition Indication Description,"A narrative representation of the condition, disease or disorder that the clinical trial is intended to investigate or address.",Value,description,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-isRareDisease,Indication-isRareDisease,boolean,1,C207501,Disease/Condition Indication Is Rare Disease Indicator,An indication as to whether the disease/condition indication under study is considered a rare disease.,Value,isRareDisease,Attribute,,
Indication,Concrete,C41184,Disease/Condition Indication,Indication-instanceType,Indication-instanceType,string,1,,,,Value,,,,
Ingredient,Concrete,C51981,Ingredient,Ingredient-id,Ingredient-id,string,1,,,,Value,id,Attribute,,
Ingredient,Concrete,C51981,Ingredient,Ingredient-instanceType,Ingredient-instanceType,string,1,,,,Value,,,,
IntercurrentEvent,Concrete,C188815,Intercurrent Event,IntercurrentEvent-strategy,IntercurrentEvent-strategy,string,1,C188857,Intercurrent Event Strategy,A textual description of the planned strategy to manage and/or mitigate intercurrent events.,Value,strategy,Attribute,,
IntercurrentEvent,Concrete,C188815,Intercurrent Event,IntercurrentEvent-instanceType,IntercurrentEvent-instanceType,string,1,,,,Value,,,,
InterventionalStudyDesign,Concrete,C215503,Interventional Study Design,InterventionalStudyDesign-instanceType,InterventionalStudyDesign-instanceType,string,1,,,,Value,,,,
Masking,Concrete,C191278,Masking,Masking-id,Masking-id,string,1,,,,Value,id,Attribute,,
Masking,Concrete,C191278,Masking,Masking-text,Masking-text,string,1,C215553,Masking Text,An instance of unstructured text that represents how the masking is performed and maintained.,Value,text,Attribute,,
Masking,Concrete,C191278,Masking,Masking-isMasked,Masking-isMasked,boolean,1,C215554,Masked Indicator,An indication as to whether the study role is masked.,Value,isMasked,Attribute,,
Masking,Concrete,C191278,Masking,Masking-instanceType,Masking-instanceType,string,1,,,,Value,,,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-id,MedicalDevice-id,string,1,,,,Value,id,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-name,MedicalDevice-name,string,1,C215614,Medical Device Name,"The literal identifier (i.e., distinctive designation) of the medical device.",Value,name,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-label,MedicalDevice-label,string,0..1,C215616,Medical Device Label,The short descriptive designation for the medical device.,Value,label,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-description,MedicalDevice-description,string,0..1,C215615,Medical Device Description,A narrative representation of the medical device.,Value,description,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-hardwareVersion,MedicalDevice-hardwareVersion,string,0..1,C215617,Hardware Version,"A form or variant of hardware; one of a sequence of copies of the physical components from which a computer is constructed, each incorporating new modifications.",Value,hardwareVersion,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-softwareVersion,MedicalDevice-softwareVersion,string,0..1,C111093,Software Version,"A form or variant of software; one of a sequence of copies of a software program, each incorporating new modifications. (NCI)",Value,softwareVersion,Attribute,,
MedicalDevice,Concrete,C16830,Medical Device,MedicalDevice-instanceType,MedicalDevice-instanceType,string,1,,,,Value,,,,
MedicalDeviceIdentifier,Concrete,C215501,Medical Device Identifier,MedicalDeviceIdentifier-instanceType,MedicalDeviceIdentifier-instanceType,string,1,,,,Value,,,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-id,NarrativeContent-id,string,1,,,,Value,id,Attribute,,
